station_id,name,lat,lon,capacity
2036,116 - Morgagni Redi,45.4779250776498,9.21183228492736,24
2045,125 - Fratelli Bandiera,45.4705427599494,9.21027392148971,36
2034,114 - Buenos Aires - Argentina,45.4837785210692,9.21469420194625,36
2110,194 - Borsieri - Confalonieri,45.4855433677342,9.18838441371917,36
2080,161 - Coni Zugna - Solari,45.4570790609292,9.16801035404205,36
2056,137 - Sempione - RAI,45.4793619310003,9.16678726673126,36
2027,107 - S.Gioachimo,45.48086268896389,9.1970694065094,39
2109,193 - Garibaldi Pepe,45.4867487346913,9.18500751256942,30
2039,119 - Settembrini - Vitruvio,45.4824649578546,9.20681655406951,33
2112,196 - Lagosta,45.489129305668,9.19098615646362,36
2026,106 - Restelli - Galvani RL 1,45.4872733715353,9.19470772147178,36
2111,195 - Pola RL,45.4890804165967,9.19331431388854,27
2116,203 - Taramelli RL,45.4907689453302,9.19381186366081,36
2014,94 - Cadorna 3,45.4680673510909,9.17618304491043,30
2102,185 - Santissima Trinità,45.478021934753784,9.176444560289383,36
2044,124 - Porta Venezia 2,45.4751895009813,9.204680174589157,36
2007,87 - Porta Genova,45.45297553954859,9.169653207063675,27
2096,178 - V Alpini,45.472243129793206,9.167705923318863,30
2098,180 - Canova - Sangiorgio,45.475452814240015,9.168325513601303,30
2099,181 - Sempione - Melzi d Eril,45.477862073424824,9.1697658598423,27
2100,182 - Melzi d Eril - Cagnola,45.47837080702029,9.172908067703247,36
2085,166 - Foppa/Coni Zugna,45.45906,9.16523,24
2032,112 - Napo Torriani De Lellis,45.4822054385213,9.20330286026001,27
2060,141 - Caldara / Curtatone,45.4551073006702,9.202954173088074,24
2040,120 - F.Filzi,45.4843389152391,9.200339019298553,30
2114,200 - P.zza Luigi di Savoia,45.4849359733637,9.206242561340332,36
2115,201 - IV Novembre,45.4870984931302,9.203487932682037,36
2062,143 - Lodi - Papi,45.4501155039721,9.206772297620773,21
2070,151 - Balilla - Tibaldi,45.444479680497125,9.182668626308441,36
2089,170 - S.M. del Carso,45.46348304321509,9.16358470916748,33
2067,148 - Bocconi 3 - I. Aragona,45.45105067629959,9.19054090976715,33
2055,136 - Montenero - Spartaco,45.4601362818685,9.207648038864136,27
2050,130 - XXII Marzo,45.46218875996901,9.212489426136017,36
2108,192 - Col di Lana - Col Moschin,45.451882672812985,9.184643682819853,36
2028,108 - Tunisia - Cozzi,45.4790017807546,9.201482981443405,27
2087,168 - Piazza Carbonari,45.492624764286,9.199022054672241,30
2094,175 - Pagano - Guido D'Arezzo,45.468255455884595,9.16047066450119,36
2101,184 - Porta Volta,45.4802336167138,9.182309210300446,33
2105,188 - Sarpi Niccolini,45.4816074111582,9.178106188774109,24
2104,187 - Sarpi Albertini,45.48101689992338,9.172256290912628,24
2025,105 - Piazzale Lodi,45.4477417524713,9.2098568379879,33
2024,"104 - M. Gioia - ""Regione""",45.4863293977864,9.19692724943161,36
2021,101 - Gadio - Paleocapa,45.46996341868438,9.17543739080429,36
2002,82 - Dell'Umanitaria,45.45807432212791,9.200611263513565,24
2013,93 -  Cino Del Duca - Borgogna,45.46622424413124,9.19915735829494,30
1993,73 - Majno - Baretti,45.4714719507122,9.205006062984467,24
2022,102 - Arcivescovado,45.463789678642016,9.192962944507599,30
2001,81 - Bocconi 2 - Bach,45.44834484347202,9.190776944160461,30
2016,"96 - Donizetti ""Provincia""",45.4674334333138,9.204445481300354,24
2015,95 - De Amicis - Conca Del Naviglio,45.458282214735,9.178663417696953,21
2012,92 - Cordusio - Casati,45.46550530130222,9.185455441474915,24
2003,83 - Rastrelli - Pecorari,45.4623491113649,9.191029719437132,36
1996,76 - Mentana,45.46175701207371,9.181921631097794,24
2023,103 - Arco della Pace 2 - Pagano,45.47507947329081,9.17171984910965,24
2019,99 - Arco della Pace 1 - Bertani,45.4761599923312,9.173370748758316,30
2011,91 - Gioia - Pirelli,45.48405213703988,9.195862412452698,24
2010,90 - Gioia - Vespucci,45.481196228139765,9.191514967295717,24
2006,86 - Mascagni,45.4653961952754,9.203065484762192,24
2004,84 - Cadorna 2,45.4690323220327,9.17622596025467,30
1995,75 - Cusani,45.468812242395,9.185059815645218,24
2000,80 - Manzoni,45.47119357128121,9.192473441362381,24
1997,77 - Sant'Angelo - P.ta Nuova,45.4765747030145,9.191769361495972,24
2018,98 - San Marco,45.4786933473828,9.189179688692093,24
2017,97 - Molino delle Armi,45.45695770935471,9.182434603571892,33
2005,85 - D'Ancona,45.4657385617546,9.175760596990585,21
